inventory_path,document_name,url_used,local_path,status,bytes,sha256,notes
8. UNITED KINGDOM / 8.2 IR35 (Off-Payroll Working),Database Rights Regs 1997,https://www.legislation.gov.uk/uksi/1997/3032,raw/uk/database-rights-regs-1997,success,221664,9a9273efa2e926e87cba76cd15a646911493434f4e9b27fce820b85ce87a7acc,
9. CONTRACT DATASETS (Pre-Labeled) / 9.1 Primary Training Data,CUAD,https://www.atticusprojectai.org/cuad,raw/datasets/cuad,success,723333,3eb753aa9bb2e28b71cee450f62f35896c1f0964b62a80135c06bef04e80e523,
9. CONTRACT DATASETS (Pre-Labeled) / 9.1 Primary Training Data,ContractNLI,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
9. CONTRACT DATASETS (Pre-Labeled) / 9.1 Primary Training Data,LEDGAR,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.1 Non-Compete Cases,PepsiCo v. Redmond,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.1 Non-Compete Cases,Mitchell v. Reynolds,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.1 Non-Compete Cases,Oregon Steam v. Winsor,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.1 Non-Compete Cases,Ryan v. FTC,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.2 IP / Work-for-Hire Cases,CCNV v. Reid,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.2 IP / Work-for-Hire Cases,Dubilier Condenser,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.2 IP / Work-for-Hire Cases,SCA Hygiene v. First Quality,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.3 Indemnification Cases,Brooks v. Judlau,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.3 Indemnification Cases,Santa Barbara v. Superior Court,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.3 Indemnification Cases,Steamfitters v. Erie Insurance,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.4 Arbitration Cases,Epic Systems v. Lewis,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.4 Arbitration Cases,Mastrobuono v. Shearson,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.4 Arbitration Cases,Pinnacle v. Pinnacle Market,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.5 Trade Secrets / NDA Cases,Silicon Image v. Analogk,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.5 Trade Secrets / NDA Cases,Hamilton v. Juul Labs,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.5 Trade Secrets / NDA Cases,Gordon v. Landau,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.6 Moral Rights Cases,Gilliam v. ABC,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.6 Moral Rights Cases,Frisby v. BBC,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
10. LANDMARK CASE LAW / 10.6 Moral Rights Cases,Confetti Records v. Warner,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
11. INDUSTRY STANDARDS / 11.1 Gaming Industry,Steam Distribution Agreement - Steam Distribution Agreement,https://store.steampowered.com,raw/industry/steam-distribution-agreement-steam-distribution-agreement,success,804459,0214d4069e54bcb07811f3afa41b1c0b776ca8d43ed0fa50a56f6de2ec6ea876,
11. INDUSTRY STANDARDS / 11.1 Gaming Industry,Epic Games Store Agreement - Epic Games Store Agreement,https://dev.epicgames.com/docs/epic-games-store/agreements,raw/industry/epic-games-store-agreement-epic-games-store-agreement,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://dev.epicgames.com/docs/epic-games-store/agreements
11. INDUSTRY STANDARDS / 11.1 Gaming Industry,PlayStation GDPA - PlayStation GDPA,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
11. INDUSTRY STANDARDS / 11.1 Gaming Industry,Xbox Publisher License - Xbox Publisher License,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
11. INDUSTRY STANDARDS / 11.1 Gaming Industry,IGDA Contract Walk-Through - IGDA Contract Walk-Through,https://igda.org/resourcelibrary/game-industry-standards/,raw/industry/igda-contract-walk-through-igda-contract-walk-through,success,52706,c614250a37a5f4f16085c1d42d15fb4495f61beac088b7806626f090e390acae,
11. INDUSTRY STANDARDS / 11.1 Gaming Industry,IGDA Crediting Guidelines - IGDA Crediting Guidelines,https://igda.org/,raw/industry/igda-crediting-guidelines-igda-crediting-guidelines,success,57195,5aff0e5f9e1619bd2462264cb5683de5260f941bf31c5bdfb1b0217372c74af8,
11. INDUSTRY STANDARDS / 11.2 Entertainment,SAG-AFTRA 2025 Commercials - SAG-AFTRA 2025 Commercials,https://www.sagaftra.org/,raw/industry/sag-aftra-2025-commercials-sag-aftra-2025-commercials,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.sagaftra.org/
11. INDUSTRY STANDARDS / 11.2 Entertainment,SAG-AFTRA Video Game Agreement - SAG-AFTRA Video Game Agreement,https://www.sagaftra.org/production-center/contract/802/,raw/industry/sag-aftra-video-game-agreement-sag-aftra-video-game-agreement,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.sagaftra.org/production-center/contract/802/
11. INDUSTRY STANDARDS / 11.2 Entertainment,WGA Minimum Basic Agreement - WGA Minimum Basic Agreement,https://www.wga.org/contracts/contracts/schedule-of-minimums,raw/industry/wga-minimum-basic-agreement-wga-minimum-basic-agreement,success,72989,c74762803d06aaaa1df7ed68fb7c72bd636f56f30baa67cfeb02d7a13da4ad49,
11. INDUSTRY STANDARDS / 11.3 Creative Services,AIGA Standard Agreement - AIGA Standard Agreement,https://www.aiga.org/resources/aiga-standard-form-of-agreement-for-design-services,raw/industry/aiga-standard-agreement-aiga-standard-agreement,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.aiga.org/resources/aiga-standard-form-of-agreement-for-design-services
11. INDUSTRY STANDARDS / 11.3 Creative Services,GAG Handbook (17th Ed) - GAG Handbook (17th Ed),https://graphicartistsguild.org/,raw/industry/gag-handbook-17th-ed-gag-handbook-17th-ed,success,549493,8255c97e711bd68d32efbb239f0d5b7d3dc2595157d5f0f5bf961e1681a76125,
11. INDUSTRY STANDARDS / 11.3 Creative Services,Photography Licensing Standards - Photography Licensing Standards,https://www.pixsy.com/image-licensing/photo-licensing-agreement,raw/industry/photography-licensing-standards-photography-licensing-standards,success,91495,094390fe2e31ba39e79cf7559fd6520b6b132686bfe5ea994bc969f93486ccc4,
11. INDUSTRY STANDARDS / 11.4 Tech/Software,Open Source Licenses - Open Source Licenses,https://opensource.org/licenses,raw/industry/open-source-licenses-open-source-licenses,success,207101,a6770e8deab553b38bfad51669e9b596953b23ae4730bd8a441fcd910e08a702,
11. INDUSTRY STANDARDS / 11.4 Tech/Software,MIT License - MIT License,https://opensource.org/license/mit,raw/industry/mit-license-mit-license,success,138252,e2407bc4cf4efbab4fd32e169b4d216fe3f0ccadb51563b5b0ce67dfa5464b4b,
11. INDUSTRY STANDARDS / 11.4 Tech/Software,Apache 2.0 - Apache 2.0,https://www.apache.org/licenses/LICENSE-2.0,raw/industry/apache-2-0-apache-2-0,success,11358,cfc7749b96f63bd31c3c42b5c471bf756814053e847c10f3eb003417bc523d30,
11. INDUSTRY STANDARDS / 11.4 Tech/Software,GPL v3 - GPL v3,https://www.gnu.org/licenses/gpl-3.0.en.html,raw/industry/gpl-v3-gpl-v3.html,success,50943,4c4204f396473be585ff9b5f345a97501329d60bea9c39df0ee8a40658f927be,
12. DOWNLOAD SCRIPTS REFERENCE / Script Mapping,`download_cuad.py`,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
12. DOWNLOAD SCRIPTS REFERENCE / Script Mapping,`download_us_federal.py`,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
12. DOWNLOAD SCRIPTS REFERENCE / Script Mapping,`download_us_caselaw.py`,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
12. DOWNLOAD SCRIPTS REFERENCE / Script Mapping,`download_eu_law.py`,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
12. DOWNLOAD SCRIPTS REFERENCE / Script Mapping,`download_canada_law.py`,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
12. DOWNLOAD SCRIPTS REFERENCE / Script Mapping,`download_australia_law.py`,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,Total Documents,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,Total Raw Size,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,Processed Chunks,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,Chroma DB Size,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,P0 Documents,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,Download Time,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,Processing Time,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
Estimated Totals,Embedding Time,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
8. UNITED KINGDOM / 8.1 Acts of Parliament,Employment Rights Act 1996,https://www.legislation.gov.uk/ukpga/1996/18/contents,raw/uk/employment/Employment_Rights_Act_1996.md,success,1031135,3fc1af7f2d48cb73ac065b39b75fa0cd16a95c44a871e167e5922cfab77cef40,P0 document - Manual integration from contractguard/uk-legislation/
8. UNITED KINGDOM / 8.1 Acts of Parliament,Patents Act 1977,https://www.legislation.gov.uk/ukpga/1977/37,raw/uk/ip/Patents_Act_1977.md,success,454923,cf62370ebed67cc448aec06955d1f33cebccfb8691de4a75c193609056b3b815,P0 document - Manual integration from contractguard/uk-legislation/
8. UNITED KINGDOM / 8.1 Acts of Parliament,Trade Secrets Enforcement Regulations 2018,https://www.legislation.gov.uk/uksi/2018/597/made,raw/uk/ip/Trade_Secrets_Enforcement_Regulations_2018.md,success,18194,bfd00428c7b9c723ca50aafba8e0a9b24503aa6982dfb46a3a2c4d78cbcfdbf8,P0 document - Manual integration from contractguard/uk-legislation/
8. UNITED KINGDOM / 8.2 IR35 (Off-Payroll Working),Social Security (Intermediaries) Regulations 2000,https://www.legislation.gov.uk/uksi/2000/727,raw/uk/tax/Social_Security_Intermediaries_Regulations_2000.md,success,18932,dd9655af3e235f04c8cb06ec1e6a406fea2b0bd2174098451a9536cd5a14f1e9,P0 document - Manual integration from contractguard/uk-legislation/
8. UNITED KINGDOM / 8.1 Acts of Parliament,"Copyright, Designs and Patents Act 1988 - Database Rights",https://www.legislation.gov.uk/uksi/1997/3032,raw/uk/ip/Copyright_Rights_Databases_Regulations_1997.md,success,17574,5c5fee5d641e4999fc2846ff3837758cd362bf2e800e984c783057eec3e5d13e,P0 document - Manual integration from contractguard/uk-legislation/
2025-11-28T04:42:03.368694,Estatuto de los Trabajadores,https://www.boe.es/buscar/act.php?id=BOE-A-2015-11430,/home/setup/if-legal-corpus/raw/spain/employment/Estatuto de los Trabajadores.html,success,918365,bdf7eb865238d394ae381d9760be411ea362c8379d38e896a8299f5fdf10aeda,BOE-A-2015-11430 - Core employment law. RDL 2/2015
2025-11-28T04:42:03.766557,Ley Estatuto Trabajo Autónomo,https://www.boe.es/buscar/act.php?id=BOE-A-2007-13409,/home/setup/if-legal-corpus/raw/spain/employment/Ley Estatuto Trabajo Autónomo.html,success,422470,68238b38628ff6434f91f536ea937fe40631227cf6a3c2c7be6e918c61814aeb,BOE-A-2007-13409 - Self-employed workers statute. Ley 20/2007
2025-11-28T04:42:04.247991,Ley Infracciones Sanciones Orden Social,https://www.boe.es/buscar/doc.php?id=BOE-A-2000-15060,/home/setup/if-legal-corpus/raw/spain/employment/Ley Infracciones Sanciones Orden Social.html,success,798165,b47ab3c9437d973f565d124bf54c9644934ea9a76a7524c9557694596f631203,BOE-A-2000-15060 - Labor infractions and penalties. RDL 5/2000
2025-11-28T04:42:04.674768,Ley Prevención Riesgos Laborales,https://www.boe.es/buscar/act.php?id=BOE-A-1995-24292,/home/setup/if-legal-corpus/raw/spain/employment/Ley Prevención Riesgos Laborales.html,success,418058,63c8c32d9f82ec43b997b563ce1176890e6e7692c0b796e86fa9731f260b3ca0,BOE-A-1995-24292 - Occupational safety law. Ley 31/1995
2025-11-28T04:42:05.052427,Labor Market Reform 2021,https://www.boe.es/buscar/act.php?id=BOE-A-2021-21788,/home/setup/if-legal-corpus/raw/spain/employment/Labor Market Reform 2021.html,success,305428,8ee5dea1b008f2051fbe393701cfa30961249f8ec3476407c37b25fab1a3c11c,BOE-A-2021-21788 - Recent labor market reforms. RDL 32/2021
2025-11-28T04:42:05.349623,Ley Propiedad Intelectual,https://www.boe.es/buscar/act.php?id=BOE-A-1996-8930,/home/setup/if-legal-corpus/raw/spain/ip/Ley Propiedad Intelectual.html,success,955605,5f135cef940ff6005c1e7ea341e1e360054310ba3192c964a3b2269924166353,BOE-A-1996-8930 - Copyright law. RDL 1/1996
2025-11-28T04:42:06.352579,Ley Patentes,https://www.boe.es/buscar/act.php?id=BOE-A-2015-8328,/home/setup/if-legal-corpus/raw/spain/ip/Ley Patentes.html,success,449316,c0f1b7a09f8a2b1c4f18ef0d3935a6ef9dcf833c8c7fc03cd30d5110d893c576,BOE-A-2015-8328 - Patents law. Ley 24/2015
2025-11-28T04:42:07.132125,Reglamento Ejecución Ley Patentes,https://www.boe.es/buscar/act.php?id=BOE-A-2017-3550,/home/setup/if-legal-corpus/raw/spain/ip/Reglamento Ejecución Ley Patentes.html,success,333349,9c94dfdcbde602a584d6df1efe5009fb985650cd84c9b727e85151e3de725197,BOE-A-2017-3550 - Patent implementation regulations. RD 316/2017
2025-11-28T04:42:07.624911,Ley Marcas,https://www.boe.es/buscar/act.php?id=BOE-A-2001-23093,/home/setup/if-legal-corpus/raw/spain/ip/Ley Marcas.html,success,453263,57bff6ba25550a6646429f7850155b2f0c3df277325d4a51b52d8bcff2935a09,BOE-A-2001-23093 - Trademarks law. Ley 17/2001
2025-11-28T04:42:08.227426,Reglamento Ejecución Ley Marcas,https://www.boe.es/buscar/act.php?id=BOE-A-2002-13981,/home/setup/if-legal-corpus/raw/spain/ip/Reglamento Ejecución Ley Marcas.html,success,288910,10087164ee31dc20849349c18e89294619ef8b3235b3322171518142c99b8369,BOE-A-2002-13981 - Trademark implementation regulations. RD 687/2002
2025-11-28T04:42:08.598473,Ley Secretos Empresariales,https://www.boe.es/buscar/doc.php?id=BOE-A-2019-2364,/home/setup/if-legal-corpus/raw/spain/ip/Ley Secretos Empresariales.html,success,90701,4d394ff8b5425eb55a6d3058559c5c78af0a9892d44cb204526f7a3020a5018b,BOE-A-2019-2364 - Trade secrets law. Ley 1/2019
2025-11-28T04:42:08.901644,Ley Competencia Desleal,https://www.boe.es/buscar/act.php?id=BOE-A-1991-628,/home/setup/if-legal-corpus/raw/spain/ip/Ley Competencia Desleal.html,success,217668,9d7577c4fcde05666e8227bf101b9f6f2e5b4aadf98dc216e1129056bd7ee012,BOE-A-1991-628 - Unfair competition law. Ley 3/1991
2025-11-28T04:42:09.196159,Ley IRPF,https://www.boe.es/buscar/act.php?id=BOE-A-2006-20764,/home/setup/if-legal-corpus/raw/spain/tax/Ley IRPF.html,success,1777319,1609f761690d19dd53a091d489ba5291bbaf55344f8ee091001970bf621cc0f9,BOE-A-2006-20764 - Income tax law. Ley 35/2006
2025-11-28T04:42:09.595109,Ley IVA,https://www.boe.es/buscar/act.php?id=BOE-A-1992-28740,/home/setup/if-legal-corpus/raw/spain/tax/Ley IVA.html,success,1699658,5766e511166b7d22461f5cc846aab870f3926369e3b7787748eb0fc183a15dcc,BOE-A-1992-28740 - VAT law. Ley 37/1992
2025-11-28T04:42:09.970950,Reglamento IVA,https://www.boe.es/buscar/act.php?id=BOE-A-1992-28925,/home/setup/if-legal-corpus/raw/spain/tax/Reglamento IVA.html,success,998156,762f8ff06d23a49d55c344db025b45239a6f884bc2441aae7335dc869b67f0a2,BOE-A-1992-28925 - VAT regulations. RD 1624/1992
2025-11-28T04:42:10.619852,Normas Control Aduanero Tributario,https://www.aeat.es/AEAT/Sede,,error,0,,"N/A - Error: HTTPSConnectionPool(host='www.aeat.es', port=443): Max retries exceeded with url: /AEAT/Sede (Caused"
2025-11-28T04:42:10.695352,Seguridad Social Trabajadores Autónomos,https://www.boe.es/buscar/act.php?id=BOE-A-2015-11430,/home/setup/if-legal-corpus/raw/spain/tax/Seguridad Social Trabajadores Autónomos.html,success,918365,bdf7eb865238d394ae381d9760be411ea362c8379d38e896a8299f5fdf10aeda,BOE-A-2015-11430 - Social security for self-employed. RDL 8/2015
2025-11-28T04:42:11.023295,Código Civil,https://www.boe.es/buscar/act.php?id=BOE-A-1889-4763,/home/setup/if-legal-corpus/raw/spain/property/Código Civil.html,success,3836504,cf36d1f81ce2477a14186e8a8f75d87244de1b86d1a484521ecbf2d1d5bee28d,BOE-A-1889-4763 - Civil code. Real Decreto 24 July 1889
2025-11-28T04:42:11.570897,Ley Arrendamientos Urbanos,https://www.boe.es/buscar/act.php?id=BOE-A-1994-26003,/home/setup/if-legal-corpus/raw/spain/property/Ley Arrendamientos Urbanos.html,success,363989,79a394e889b845136269b5a32c39edeebddb58c504189957eff38d8b55e8b13e,BOE-A-1994-26003 - Urban leases law. Ley 29/1994
2025-11-28T04:42:11.884134,Ley Hipotecaria,https://www.boe.es/buscar/act.php?id=BOE-A-1946-2453,/home/setup/if-legal-corpus/raw/spain/property/Ley Hipotecaria.html,success,953912,ac29ada646138052952f32b9ed4f94e8df97c2b7232c2390c938c21063858b34,BOE-A-1946-2453 - Mortgage law. Decreto 8 Feb 1946
2025-11-28T04:42:13.330182,Ley Catastro Inmobiliario,https://www.boe.es/buscar/act.php?id=BOE-A-2004-4250,/home/setup/if-legal-corpus/raw/spain/property/Ley Catastro Inmobiliario.html,success,18825,ea2281bc7f1d8019cec4d8c2acb08871e0cfb51c6929001a6934ca839a335d9f,BOE-A-2004-4250 - Property cadastre law. RDL 1/2004
2025-11-28T04:42:13.555245,Plan General Contabilidad,https://www.boe.es/buscar/act.php?id=BOE-A-2007-19884,/home/setup/if-legal-corpus/raw/spain/accounting/Plan General Contabilidad.html,success,1834138,3b286b45a96b67e1a2ed6839295cb2b51ca5a197ea284910770c3f938f89c980,BOE-A-2007-19884 - General accounting plan. RD 1514/2007
2025-11-28T04:42:13.978859,PGC PYMES,https://www.boe.es/buscar/act.php?id=BOE-A-2007-19966,/home/setup/if-legal-corpus/raw/spain/accounting/PGC PYMES.html,success,1087063,e5969a64de022620293d722f26686b3ffd6a503ed468533bbad0c048952ba47f,BOE-A-2007-19966 - Accounting for SMEs. RD 1515/2007
2025-11-28T04:42:14.484955,Código de Comercio,https://www.boe.es/buscar/act.php?id=BOE-A-1885-6627,/home/setup/if-legal-corpus/raw/spain/accounting/Código de Comercio.html,success,677997,ecb9539b5330c4cef9770716cc963b4dd21a3fd1faf36a290061a3b86abe99b9,BOE-A-1885-6627 - Commercial code. Real Decreto 22 Aug 1885
2025-11-28T04:42:15.911977,Ley Medidas contra Morosidad,https://www.boe.es/buscar/act.php?id=BOE-A-2004-21379,/home/setup/if-legal-corpus/raw/spain/accounting/Ley Medidas contra Morosidad.html,success,11589,db84a154096f635ebc532abe317df1eb7df6019d12cb5921030c595a1e4993bf,BOE-A-2004-21379 - Late payment law. Ley 3/2004
2025-11-28T04:42:16.128073,Ley Agencia,https://www.boe.es/buscar/act.php?id=BOE-A-1992-12387,/home/setup/if-legal-corpus/raw/spain/business/Ley Agencia.html,success,13503,ffe4bab622f3c72b059dbbfaed3b346186621f565d18d8780f8fc4e3924b11a6,BOE-A-1992-12387 - Agency law. Ley 12/1992
2025-11-28T04:42:16.320270,Ley Sociedades de Capital,https://www.boe.es/buscar/act.php?id=BOE-A-1995-7113,/home/setup/if-legal-corpus/raw/spain/business/Ley Sociedades de Capital.html,success,13777,2df70273b477f61c97981cbd86411af3fa26f7f4b0fae85850cbce62f05a424a,BOE-A-1995-7113 - Capital companies law. Ley 2/1995
2025-11-28T04:42:16.514706,GDPR EU 679/2016,https://www.boe.es/doue/2016/119/L00001-00088.pdf,,error,0,,EU-679/2016 - Unexpected error: [Errno 2] No such file or directory: '/home/setup/if-legal-corpus/raw/spain/business/GDPR EU 679/201
2025-11-28T04:42:29.320581,GDPR EU 679/2016,https://www.boe.es/doue/2016/119/L00001-00088.pdf,/home/setup/if-legal-corpus/raw/spain/business/GDPR_EU_679_2016.pdf,success,1024768,a2fa3289de2f124c92748a181ad1499411b24ee3d26c74bd12781afa43cfa481,EU-679/2016 - Data protection regulation (PDF)
2025-11-28T04:42:29.588748,Normas Control Aduanero Tributario,https://www.boe.es/buscar/act.php?id=BOE-A-2007-13088,/home/setup/if-legal-corpus/raw/spain/tax/Normas_Control_Aduanero_Tributario.html,success,78506,8ed48df6f2b2ad5c7d91dedef70cd91787283228846c4c71ebdaf2185174f2fa,RD 1065/2007 - Tax administration procedures (alternative BOE link)
